Token Similarity,AST Similarity,Data Flow Similarity,Runtime Similarity,Clone Type
79,72,40,89,Type-3
75,5,78,91,Type-3
19,69,9,6,Type-3
17,83,99,33,Type-3
53,80,54,92,Type-3
11,1,46,99,Type-3
24,1,10,69,Type-3
59,9,67,66,Type-3
74,60,71,24,Type-3
85,0,74,97,Type-3
33,33,92,72,Type-3
12,35,51,32,Type-3
37,39,89,73,Type-3
11,19,30,2,Type-3
35,95,24,82,Type-3
27,55,33,64,Type-3
90,16,74,27,Type-3
38,59,26,84,Type-3
76,38,76,99,Type-3
42,85,64,28,Type-3
90,4,73,48,Type-3
30,64,12,35,Type-3
1,94,37,43,Type-3
81,17,65,78,Type-3
89,68,64,30,Type-3
41,61,1,32,Type-3
30,88,31,100,Type-3
60,70,75,96,Type-3
55,13,38,78,Type-3
85,6,32,24,Type-3
99,93,35,84,Type-3
82,16,20,8,Type-3
13,12,4,24,Type-4
13,23,79,92,Type-3
28,99,13,16,Type-3
80,62,53,9,Type-3
49,11,11,91,Type-3
49,17,34,80,Type-3
62,22,66,21,Type-3
100,21,19,95,Type-3
72,24,100,28,Type-3
64,43,72,83,Type-3
67,24,71,59,Type-3
70,99,58,97,Type-3
10,20,16,49,Type-3
13,28,55,90,Type-3
82,59,31,19,Type-3
2,7,91,49,Type-3
7,4,76,9,Type-3
92,65,14,15,Type-3
100,51,42,72,Type-3
42,22,91,66,Type-3
8,1,21,70,Type-3
18,85,65,68,Type-3
11,84,10,55,Type-3
26,48,40,83,Type-3
100,80,93,15,Type-3
57,39,83,24,Type-3
24,60,45,85,Type-3
44,30,8,39,Type-3
47,88,38,22,Type-3
49,6,65,28,Type-3
80,24,98,18,Type-3
43,81,72,48,Type-3
58,95,48,98,Type-3
32,57,41,12,Type-3
77,60,77,69,Type-3
27,71,13,4,Type-3
17,13,63,19,Type-3
54,5,64,92,Type-3
32,22,11,31,Type-3
14,78,98,44,Type-3
60,85,88,89,Type-3
10,35,70,93,Type-3
35,66,44,63,Type-3
14,44,98,67,Type-3
52,43,74,97,Type-3
61,8,6,49,Type-3
47,68,22,47,Type-3
93,11,87,64,Type-3
14,92,60,15,Type-3
62,64,64,35,Type-3
86,96,54,65,Type-3
42,55,35,15,Type-3
49,20,42,79,Type-3
59,61,9,52,Type-3
58,20,12,64,Type-3
14,90,62,87,Type-3
28,1,57,85,Type-3
74,7,30,69,Type-3
81,11,42,89,Type-3
39,21,74,48,Type-3
30,48,95,90,Type-3
72,8,22,58,Type-3
85,43,94,35,Type-3
10,37,34,24,Type-3
80,92,58,65,Type-3
96,2,93,52,Type-3
61,85,77,71,Type-3
74,67,54,31,Type-3
7,92,27,93,Type-3
50,76,77,3,Type-3
56,87,84,86,Type-3
3,1,47,61,Type-3
35,2,18,39,Type-3
18,14,15,34,Type-3
23,87,38,33,Type-3
40,49,98,57,Type-3
48,25,66,84,Type-3
81,7,4,10,Type-3
96,52,36,75,Type-3
45,4,25,56,Type-3
35,71,91,15,Type-3
9,45,27,84,Type-3
77,38,76,96,Type-3
6,31,54,95,Type-3
11,94,25,66,Type-3
85,59,33,29,Type-3
90,71,67,52,Type-3
47,16,85,62,Type-3
36,22,96,42,Type-3
74,76,6,53,Type-3
35,56,72,3,Type-3
59,43,84,13,Type-3
76,78,80,45,Type-3
95,44,33,98,Type-3
7,91,44,72,Type-3
6,47,43,51,Type-3
42,93,4,90,Type-3
57,14,44,42,Type-3
80,37,39,2,Type-3
85,7,73,30,Type-3
45,45,24,86,Type-3
33,78,9,22,Type-3
83,38,35,4,Type-3
71,50,43,58,Type-3
21,33,20,57,Type-3
90,35,76,53,Type-3
97,19,82,21,Type-3
20,12,20,98,Type-3
14,43,38,36,Type-3
4,44,93,87,Type-3
16,46,75,32,Type-3
71,20,41,42,Type-3
18,22,37,97,Type-3
4,45,3,85,Type-3
22,2,87,83,Type-3
82,85,45,9,Type-3
13,92,44,0,Type-3
9,39,94,4,Type-3
30,93,53,73,Type-3
12,63,88,59,Type-3
21,87,18,57,Type-3
36,88,17,61,Type-3
38,75,37,72,Type-3
9,49,17,76,Type-3
30,19,54,26,Type-3
42,96,87,39,Type-3
98,38,46,32,Type-3
76,21,4,29,Type-3
93,45,26,43,Type-3
97,82,22,23,Type-3
35,31,4,14,Type-3
34,25,8,44,Type-3
67,43,70,78,Type-3
54,70,0,73,Type-3
67,7,75,21,Type-3
46,60,36,80,Type-3
5,10,26,30,Type-3
27,58,90,61,Type-3
29,15,37,65,Type-3
26,72,58,54,Type-3
68,67,41,16,Type-3
38,74,71,54,Type-3
34,9,79,21,Type-3
43,58,20,21,Type-3
14,52,12,43,Type-3
82,92,87,2,Type-3
93,40,33,57,Type-3
31,4,16,80,Type-3
28,2,88,55,Type-3
62,76,48,60,Type-3
5,79,75,17,Type-3
89,71,88,72,Type-3
26,27,23,79,Type-3
98,23,85,40,Type-3
27,37,55,21,Type-3
4,65,44,18,Type-3
40,61,92,98,Type-3
55,5,95,6,Type-3
53,18,35,72,Type-3
79,17,42,0,Type-3
17,61,32,98,Type-3
76,37,34,15,Type-3
42,87,28,6,Type-3
88,38,87,54,Type-3
73,19,67,86,Type-3
28,87,12,81,Type-3
9,55,77,52,Type-3
5,54,85,96,Type-3
79,1,29,45,Type-3
88,99,65,21,Type-3
3,15,52,9,Type-3
100,98,41,2,Type-3
33,6,100,13,Type-3
82,59,93,13,Type-3
32,29,26,71,Type-3
3,34,66,94,Type-3
43,38,25,84,Type-3
97,42,60,51,Type-3
75,15,42,20,Type-3
30,15,76,20,Type-3
79,23,92,44,Type-3
65,13,23,86,Type-3
57,15,84,43,Type-3
59,31,90,0,Type-3
1,51,10,50,Type-3
35,70,29,17,Type-3
69,88,2,1,Type-3
59,86,98,98,Type-3
22,1,73,34,Type-3
46,72,86,56,Type-3
100,100,98,50,Type-3
45,31,7,67,Type-3
79,42,28,74,Type-3
43,85,47,2,Type-3
18,17,36,55,Type-3
48,41,25,19,Type-3
87,62,11,68,Type-3
57,86,18,14,Type-3
90,8,26,30,Type-3
6,90,52,84,Type-3
93,97,20,19,Type-3
40,8,27,68,Type-3
77,84,70,58,Type-3
14,16,57,41,Type-3
75,4,62,0,Type-3
52,13,74,7,Type-3
92,81,26,40,Type-3
22,23,77,0,Type-3
76,72,69,50,Type-3
72,30,99,27,Type-3
87,84,48,91,Type-3
93,98,70,73,Type-3
64,62,43,40,Type-3
59,25,98,19,Type-3
9,16,57,16,Type-3
57,3,40,50,Type-3
46,6,8,94,Type-3
14,2,78,100,Type-3
8,40,67,74,Type-3
12,94,41,89,Type-3
22,20,95,41,Type-3
32,59,56,82,Type-3
8,77,72,69,Type-3
2,43,12,38,Type-3
93,90,77,29,Type-3
72,37,93,96,Type-3
24,22,64,84,Type-3
87,73,48,24,Type-3
95,60,70,66,Type-3
70,20,27,66,Type-3
35,2,75,22,Type-3
88,47,56,94,Type-3
19,10,42,99,Type-3
80,12,97,68,Type-3
53,8,36,48,Type-3
99,78,81,0,Type-3
89,50,23,7,Type-3
18,65,67,25,Type-3
59,87,52,77,Type-3
36,76,13,78,Type-3
2,87,9,47,Type-3
91,22,19,19,Type-3
85,33,96,23,Type-3
18,66,41,64,Type-3
52,77,65,59,Type-3
45,25,35,17,Type-3
79,60,79,75,Type-3
55,64,30,10,Type-3
69,92,61,72,Type-3
100,11,43,72,Type-3
30,4,92,39,Type-3
52,59,99,29,Type-3
33,50,78,4,Type-3
30,51,89,74,Type-3
59,54,33,49,Type-3
10,70,51,22,Type-3
99,98,41,11,Type-3
5,70,21,20,Type-3
26,46,70,57,Type-3
6,88,68,47,Type-3
48,95,57,27,Type-3
95,27,40,30,Type-3
71,42,58,29,Type-3
59,89,50,59,Type-3
32,56,93,61,Type-3
46,73,96,39,Type-3
43,96,52,18,Type-3
78,72,84,68,Type-3
26,34,80,43,Type-3
93,69,93,1,Type-3
21,17,1,33,Type-3
46,67,25,85,Type-3
92,82,90,26,Type-3
47,69,66,26,Type-3
29,96,47,92,Type-3
1,67,2,65,Type-3
14,96,56,68,Type-3
46,48,40,24,Type-3
26,3,100,98,Type-3
70,84,88,100,Type-3
26,27,17,80,Type-3
84,63,78,92,Type-3
12,6,100,17,Type-3
54,71,96,81,Type-3
16,98,43,65,Type-3
74,11,55,65,Type-3
58,82,47,79,Type-3
9,41,16,82,Type-3
32,37,74,53,Type-3
77,17,69,14,Type-3
36,27,53,21,Type-3
7,63,14,28,Type-3
32,37,47,9,Type-3
6,95,68,1,Type-3
33,58,33,84,Type-3
70,93,75,18,Type-3
6,31,42,34,Type-3
40,85,48,92,Type-3
99,49,96,59,Type-3
54,68,69,79,Type-3
6,70,80,38,Type-3
83,72,89,40,Type-3
17,2,63,71,Type-3
42,54,21,76,Type-3
77,18,60,33,Type-3
39,17,89,3,Type-3
52,29,41,11,Type-3
13,51,34,89,Type-3
20,100,76,22,Type-3
56,71,52,5,Type-3
90,28,48,41,Type-3
45,16,68,78,Type-3
25,18,21,56,Type-3
90,55,34,3,Type-3
23,13,69,81,Type-3
4,15,72,65,Type-3
41,62,86,35,Type-3
91,78,48,66,Type-3
42,99,92,72,Type-3
31,17,47,32,Type-3
87,100,10,91,Type-3
5,94,36,46,Type-3
73,39,48,33,Type-3
66,12,15,54,Type-3
6,72,68,4,Type-3
28,63,18,48,Type-3
33,48,92,41,Type-3
6,70,29,86,Type-3
80,96,73,76,Type-3
76,23,30,51,Type-3
57,99,75,77,Type-3
84,26,18,88,Type-3
30,42,92,67,Type-3
72,9,84,31,Type-3
44,12,70,66,Type-3
46,60,89,31,Type-3
76,21,5,7,Type-3
80,53,44,71,Type-3
71,5,61,44,Type-3
72,49,93,97,Type-3
72,20,84,11,Type-3
39,90,18,79,Type-3
29,43,28,75,Type-3
61,97,83,95,Type-3
70,69,47,64,Type-3
16,6,41,38,Type-3
4,34,78,53,Type-3
80,93,70,69,Type-3
0,74,65,32,Type-3
79,63,49,49,Type-3
80,29,62,31,Type-3
93,57,61,48,Type-3
30,57,35,78,Type-3
34,20,9,0,Type-3
71,40,100,15,Type-3
29,10,53,39,Type-3
84,69,42,98,Type-3
14,82,15,55,Type-3
97,46,72,88,Type-3
55,24,48,72,Type-3
59,31,75,88,Type-3
26,26,45,72,Type-3
1,45,91,23,Type-3
73,11,14,99,Type-3
63,12,4,46,Type-3
4,68,68,89,Type-3
90,11,67,1,Type-3
67,48,54,90,Type-3
12,89,7,18,Type-3
80,34,57,9,Type-3
84,17,53,91,Type-3
22,81,4,17,Type-3
96,66,82,29,Type-3
49,89,43,57,Type-3
78,42,90,68,Type-3
77,47,6,99,Type-3
72,78,5,76,Type-3
36,25,55,100,Type-3
29,64,18,32,Type-3
92,77,37,70,Type-3
22,50,96,42,Type-3
33,98,96,29,Type-3
63,8,61,46,Type-3
54,90,68,88,Type-3
70,31,79,48,Type-3
8,68,46,76,Type-3
3,56,9,10,Type-3
65,61,50,10,Type-3
90,95,6,87,Type-3
32,30,15,66,Type-3
31,69,29,38,Type-3
43,52,61,59,Type-3
36,55,36,20,Type-3
90,94,13,91,Type-3
91,94,47,20,Type-3
66,43,16,75,Type-3
59,61,7,95,Type-3
58,59,12,55,Type-3
35,38,28,9,Type-3
48,6,66,20,Type-3
50,51,71,88,Type-3
7,73,95,19,Type-3
49,94,4,62,Type-3
40,44,74,70,Type-3
100,4,61,65,Type-3
37,31,35,28,Type-3
85,77,34,35,Type-3
77,40,92,89,Type-3
78,13,49,63,Type-3
54,7,4,35,Type-3
67,83,12,65,Type-3
17,40,23,38,Type-3
64,73,82,39,Type-3
63,9,88,93,Type-3
11,7,94,74,Type-3
40,80,24,90,Type-3
41,51,8,5,Type-3
59,51,23,16,Type-3
49,76,27,4,Type-3
80,36,53,98,Type-3
82,35,69,77,Type-3
35,20,85,26,Type-3
47,43,17,59,Type-3
70,46,52,13,Type-3
72,65,72,74,Type-3
7,93,59,88,Type-3
24,18,68,65,Type-3
6,78,32,37,Type-3
7,23,8,24,Type-3
87,76,50,17,Type-3
80,87,82,60,Type-3
75,50,46,49,Type-3
30,0,52,33,Type-3
11,17,68,24,Type-3
56,81,49,47,Type-3
65,50,60,68,Type-3
11,38,5,40,Type-3
26,100,92,31,Type-3
45,58,40,42,Type-3
6,10,61,90,Type-3
60,27,28,39,Type-3
57,10,52,35,Type-3
57,52,33,70,Type-3
12,95,21,20,Type-3
52,33,82,76,Type-3
99,56,91,75,Type-3
64,0,37,59,Type-3
48,14,2,70,Type-3
34,23,52,79,Type-3
93,39,47,16,Type-3
94,56,25,89,Type-3
16,65,25,85,Type-3
71,69,68,10,Type-3
66,65,27,46,Type-3
9,80,19,56,Type-3
33,70,51,59,Type-3
85,66,36,39,Type-3
3,23,40,64,Type-3
95,50,56,20,Type-3
28,75,9,22,Type-3
45,81,95,11,Type-3
74,55,83,60,Type-3
45,71,77,71,Type-3
76,43,60,72,Type-3
58,60,59,42,Type-3
60,25,92,50,Type-3
67,64,94,95,Type-3
65,0,91,75,Type-3
33,2,54,37,Type-3
85,67,96,59,Type-3
4,87,2,51,Type-3
8,75,63,56,Type-3
19,77,69,67,Type-3
20,87,74,47,Type-3
16,29,25,96,Type-3
11,32,16,6,Type-3
91,20,24,64,Type-3
81,14,62,84,Type-3
66,62,26,48,Type-3
4,59,12,11,Type-3
59,46,13,60,Type-3
52,95,78,23,Type-3
51,100,19,42,Type-3
77,94,48,50,Type-3
47,64,87,40,Type-3
89,50,42,7,Type-3
18,32,72,65,Type-3
16,97,52,49,Type-3
53,74,89,84,Type-3
67,99,85,76,Type-3
34,97,83,99,Type-3
87,8,76,15,Type-3
40,30,6,34,Type-3
12,28,98,70,Type-3
32,76,22,84,Type-3
14,9,62,88,Type-3
62,8,98,91,Type-3
14,44,24,96,Type-3
30,2,1,79,Type-3
27,81,97,68,Type-3
9,26,89,49,Type-3
56,31,91,57,Type-3
70,7,60,84,Type-3
32,76,22,93,Type-3
6,17,30,42,Type-3
4,25,12,80,Type-3
89,79,53,33,Type-3
79,84,82,1,Type-3
56,88,38,31,Type-3
71,59,10,43,Type-3
85,3,65,79,Type-3
97,32,93,59,Type-3
39,93,29,37,Type-3
27,30,64,66,Type-3
35,32,10,67,Type-3
55,69,72,3,Type-3
46,14,51,87,Type-3
70,78,94,40,Type-3
39,38,57,77,Type-3
58,30,92,87,Type-3
42,72,13,6,Type-3
91,31,77,94,Type-3
65,63,63,95,Type-3
8,37,8,77,Type-3
5,41,47,70,Type-3
64,84,0,55,Type-3
2,52,39,96,Type-3
73,11,57,94,Type-3
36,34,61,60,Type-3
86,78,89,26,Type-3
32,51,86,5,Type-3
8,91,69,70,Type-3
52,95,90,81,Type-3
76,89,84,58,Type-3
91,61,57,25,Type-3
50,73,36,13,Type-3
70,22,46,45,Type-3
25,0,33,64,Type-3
15,79,18,24,Type-3
39,58,64,67,Type-3
89,84,99,51,Type-3
50,46,58,82,Type-3
38,80,81,20,Type-3
54,19,1,46,Type-3
95,89,18,88,Type-3
35,16,79,70,Type-3
64,88,98,0,Type-3
84,24,90,8,Type-3
76,67,100,54,Type-3
89,91,46,27,Type-3
44,64,26,89,Type-3
8,77,7,1,Type-3
36,21,98,14,Type-3
86,77,96,100,Type-3
0,14,83,65,Type-3
65,68,67,62,Type-3
62,14,36,85,Type-3
42,62,77,59,Type-3
27,46,22,21,Type-3
99,33,68,57,Type-3
30,92,53,39,Type-3
68,85,13,64,Type-3
100,15,43,39,Type-3
88,70,27,9,Type-3
7,64,77,21,Type-3
33,50,96,60,Type-3
48,6,82,27,Type-3
95,85,5,20,Type-3
57,7,14,95,Type-3
74,0,40,6,Type-3
46,86,83,59,Type-3
24,31,67,77,Type-3
2,88,77,0,Type-3
44,44,36,31,Type-3
51,7,85,90,Type-3
95,62,56,67,Type-3
98,87,72,94,Type-3
95,99,64,61,Type-3
33,68,4,2,Type-3
100,46,89,60,Type-3
68,36,29,2,Type-3
91,87,64,61,Type-3
91,62,81,11,Type-3
7,58,97,58,Type-3
26,71,18,69,Type-3
79,1,27,88,Type-3
62,95,23,7,Type-3
81,86,71,77,Type-3
24,31,10,36,Type-3
57,66,9,52,Type-3
47,81,52,1,Type-3
0,98,5,77,Type-3
7,91,63,31,Type-3
20,83,14,57,Type-3
97,21,25,42,Type-3
87,0,96,73,Type-3
100,41,77,18,Type-3
89,71,20,86,Type-3
77,7,59,34,Type-3
28,83,98,90,Type-3
29,16,30,17,Type-3
2,78,97,76,Type-3
6,47,10,30,Type-3
99,85,84,80,Type-3
10,15,8,73,Type-4
31,96,6,71,Type-3
58,87,36,39,Type-3
11,19,26,83,Type-3
78,29,3,26,Type-3
37,32,77,80,Type-3
23,88,100,53,Type-3
64,45,50,80,Type-3
17,35,50,68,Type-3
45,71,88,78,Type-3
55,93,21,61,Type-3
62,79,6,26,Type-3
6,39,6,95,Type-3
65,78,47,34,Type-3
39,26,6,93,Type-3
53,44,3,24,Type-3
30,73,23,68,Type-3
96,23,50,37,Type-3
51,30,73,7,Type-3
93,18,18,10,Type-3
30,55,11,50,Type-3
33,64,60,4,Type-3
6,1,92,37,Type-3
88,38,3,57,Type-3
15,11,47,9,Type-3
21,29,61,48,Type-3
99,39,88,14,Type-3
52,12,31,73,Type-3
90,88,43,80,Type-3
16,96,99,26,Type-3
3,88,41,97,Type-3
60,17,43,44,Type-3
98,71,64,18,Type-3
85,95,46,86,Type-3
51,11,6,70,Type-3
34,53,62,56,Type-3
43,53,33,14,Type-3
14,82,46,39,Type-3
60,84,83,97,Type-3
43,43,90,49,Type-3
20,65,24,4,Type-3
76,52,98,73,Type-3
46,63,96,17,Type-3
74,59,67,17,Type-3
48,74,39,87,Type-3
52,50,9,26,Type-3
26,88,99,18,Type-3
30,0,73,81,Type-3
43,98,5,64,Type-3
31,96,100,31,Type-3
29,90,31,11,Type-3
17,20,86,29,Type-3
62,77,30,69,Type-3
15,54,25,51,Type-3
34,2,42,71,Type-3
61,62,24,80,Type-3
8,62,70,48,Type-3
61,28,66,56,Type-3
38,16,4,85,Type-3
50,57,97,20,Type-3
100,3,95,3,Type-3
9,61,43,87,Type-3
51,85,70,80,Type-3
11,77,64,95,Type-3
71,77,100,91,Type-3
61,56,61,61,Type-3
2,72,43,33,Type-3
82,65,89,11,Type-3
10,100,71,5,Type-3
7,4,48,21,Type-3
89,17,17,76,Type-3
22,42,29,47,Type-3
9,95,10,47,Type-3
17,40,99,8,Type-3
75,8,14,63,Type-3
38,67,81,3,Type-3
25,66,48,37,Type-3
10,100,78,22,Type-3
9,20,32,72,Type-3
2,38,49,32,Type-3
61,45,13,48,Type-3
70,93,28,93,Type-3
60,100,47,13,Type-3
3,87,92,3,Type-3
60,64,98,64,Type-3
7,15,77,47,Type-3
12,27,58,62,Type-3
11,93,17,70,Type-3
34,82,62,15,Type-3
53,86,24,46,Type-3
50,33,13,85,Type-3
42,100,61,25,Type-3
99,22,36,22,Type-3
65,15,99,35,Type-3
14,40,31,85,Type-3
48,95,59,3,Type-3
33,79,54,21,Type-3
38,34,49,94,Type-3
25,90,58,12,Type-3
68,66,7,71,Type-3
47,62,25,56,Type-3
88,19,3,35,Type-3
50,90,59,2,Type-3
97,65,12,36,Type-3
3,76,24,49,Type-3
97,5,60,29,Type-3
26,77,25,46,Type-3
41,87,91,13,Type-3
55,90,50,84,Type-3
92,8,15,53,Type-3
68,49,8,41,Type-3
17,86,43,65,Type-3
60,98,30,0,Type-3
3,63,98,58,Type-3
0,50,22,2,Type-3
49,36,36,88,Type-3
83,77,52,27,Type-3
69,89,2,91,Type-3
19,71,100,14,Type-3
19,44,22,36,Type-3
45,30,42,68,Type-3
26,71,70,46,Type-3
25,35,65,92,Type-3
31,93,58,76,Type-3
9,58,81,99,Type-3
81,15,98,96,Type-3
11,52,63,71,Type-3
73,94,15,81,Type-3
87,30,18,54,Type-3
23,34,37,64,Type-3
50,36,1,43,Type-3
37,77,22,48,Type-3
45,61,52,33,Type-3
88,38,1,14,Type-3
7,55,93,53,Type-3
54,88,56,37,Type-3
77,64,86,11,Type-3
30,62,32,31,Type-3
87,28,45,58,Type-3
15,91,96,68,Type-3
19,92,49,88,Type-3
37,73,91,86,Type-3
14,7,85,52,Type-3
77,93,61,84,Type-3
75,29,22,64,Type-3
33,40,91,20,Type-3
71,69,31,69,Type-3
18,14,45,26,Type-3
68,54,22,45,Type-3
90,87,94,77,Type-3
62,76,12,12,Type-3
76,8,11,29,Type-3
31,19,87,36,Type-3
94,35,18,21,Type-3
36,48,2,58,Type-3
65,12,95,50,Type-3
6,90,91,69,Type-3
47,17,17,25,Type-3
10,56,3,86,Type-3
74,7,14,87,Type-3
86,41,15,81,Type-3
30,7,26,21,Type-3
43,59,21,6,Type-3
44,57,93,29,Type-3
71,23,60,49,Type-3
55,43,21,100,Type-3
31,62,92,92,Type-3
20,90,60,79,Type-3
30,50,74,92,Type-3
0,83,99,79,Type-3
76,98,54,66,Type-3
10,7,47,73,Type-3
92,87,51,35,Type-3
67,39,78,44,Type-3
35,75,64,71,Type-3
78,32,3,92,Type-3
58,77,57,6,Type-3
66,20,91,6,Type-3
55,32,48,54,Type-3
50,54,55,36,Type-3
28,64,86,48,Type-3
84,56,80,88,Type-3
1,69,15,97,Type-3
5,13,87,36,Type-3
30,91,44,49,Type-3
53,24,46,82,Type-3
87,38,61,31,Type-3
39,22,20,88,Type-3
16,42,22,2,Type-3
4,55,19,25,Type-3
1,16,95,47,Type-3
57,30,68,50,Type-3
11,51,31,44,Type-3
4,27,77,99,Type-3
59,6,18,98,Type-3
40,17,23,28,Type-3
19,79,99,93,Type-3
71,5,90,52,Type-3
0,65,10,20,Type-3
55,19,16,52,Type-3
69,86,29,86,Type-3
55,1,45,51,Type-3
53,24,34,44,Type-3
10,5,14,10,Type-4
2,42,88,41,Type-3
94,28,70,66,Type-3
27,8,1,12,Type-3
4,72,2,27,Type-3
89,13,48,98,Type-3
15,44,50,16,Type-3
30,14,33,78,Type-3
27,45,70,72,Type-3
6,79,83,50,Type-3
8,44,49,94,Type-3
38,63,0,3,Type-3
98,43,93,26,Type-3
42,8,64,36,Type-3
26,91,28,14,Type-3
75,67,4,82,Type-3
88,11,66,53,Type-3
92,85,59,92,Type-3
94,0,29,47,Type-3
97,43,64,66,Type-3
32,39,74,70,Type-3
90,3,16,94,Type-3
55,41,38,23,Type-3
1,32,54,42,Type-3
13,83,84,79,Type-3
12,98,91,29,Type-3
23,1,3,50,Type-3
68,9,39,68,Type-3
33,71,74,85,Type-3
86,13,51,79,Type-3
18,60,65,78,Type-3
29,26,54,100,Type-3
48,76,72,51,Type-3
42,76,78,86,Type-3
15,53,100,26,Type-3
51,28,51,60,Type-3
97,7,11,74,Type-3
48,87,100,58,Type-3
10,68,5,10,Type-3
77,91,60,82,Type-3
46,65,40,10,Type-3
78,84,60,46,Type-3
34,90,75,35,Type-3
70,71,53,91,Type-3
28,75,43,87,Type-3
53,73,32,35,Type-3
85,49,44,10,Type-3
22,70,29,18,Type-3
23,40,83,23,Type-3
98,9,9,90,Type-3
9,92,75,50,Type-3
60,24,7,13,Type-3
7,25,22,24,Type-3
47,25,3,17,Type-3
75,69,52,18,Type-3
92,85,92,19,Type-3
28,11,32,63,Type-3
86,57,67,4,Type-3
25,70,14,21,Type-3
36,25,11,58,Type-3
95,12,19,25,Type-3
51,81,61,83,Type-3
37,68,97,84,Type-3
5,30,87,46,Type-3
7,16,79,93,Type-3
16,14,34,49,Type-3
75,97,30,18,Type-3
61,21,55,64,Type-3
85,68,70,36,Type-3
77,15,42,1,Type-3
33,32,77,92,Type-3
18,40,63,16,Type-3
69,3,31,1,Type-3
81,96,26,3,Type-3
99,91,22,100,Type-3
36,74,88,4,Type-3
37,62,43,68,Type-3
14,68,95,96,Type-3
39,41,34,69,Type-3
8,40,37,40,Type-3
52,6,72,13,Type-3
69,23,48,32,Type-3
65,43,84,29,Type-3
79,67,49,57,Type-3
51,11,3,28,Type-3
0,54,81,70,Type-3
29,3,79,0,Type-3
96,88,11,99,Type-3
0,2,50,41,Type-3
38,80,11,80,Type-3
15,25,62,81,Type-3
16,58,88,23,Type-3
81,8,30,92,Type-3
21,45,44,81,Type-3
85,12,70,0,Type-3
98,4,22,63,Type-3
30,52,40,71,Type-3
39,60,32,56,Type-3
26,4,38,10,Type-3
35,75,72,27,Type-3
3,91,57,99,Type-3
68,73,63,8,Type-3
24,0,43,96,Type-3
94,34,55,31,Type-3
77,27,35,83,Type-3
29,50,16,10,Type-3
46,65,75,72,Type-3
11,22,60,90,Type-3
26,68,100,8,Type-3
44,32,41,60,Type-3
87,94,97,90,Type-3
62,78,47,57,Type-3
54,64,7,72,Type-3
29,92,55,31,Type-3
81,23,81,64,Type-3
13,8,83,43,Type-3
55,62,74,45,Type-3
18,34,88,36,Type-3
85,60,44,80,Type-3
25,15,18,78,Type-3
70,71,80,92,Type-3
91,71,22,18,Type-3
37,22,30,41,Type-3
68,61,44,29,Type-3
35,43,2,57,Type-3
17,58,75,90,Type-3
56,80,15,10,Type-3
77,90,74,92,Type-3
22,92,40,36,Type-3
13,62,94,60,Type-3
95,10,90,10,Type-3
68,86,80,42,Type-3
21,67,91,78,Type-3
27,80,1,20,Type-3
42,74,37,6,Type-3
75,7,63,53,Type-3
17,89,17,79,Type-3
99,48,100,47,Type-3
94,71,76,1,Type-3
76,7,79,17,Type-3
83,70,2,0,Type-3
35,33,13,37,Type-3
6,31,20,18,Type-3
22,76,43,95,Type-3
33,99,63,77,Type-3
95,81,47,91,Type-3
20,76,87,55,Type-3
69,93,67,27,Type-3
79,64,61,69,Type-3
98,62,48,69,Type-3
46,52,33,81,Type-3
52,98,97,89,Type-3
83,66,70,93,Type-3
40,29,55,60,Type-3
74,58,53,63,Type-3
31,24,68,65,Type-3
13,32,99,22,Type-3
87,15,55,78,Type-3
94,48,83,63,Type-3
16,2,39,50,Type-3
24,28,3,39,Type-3
63,13,61,93,Type-3
72,68,22,78,Type-3
85,60,96,33,Type-3
47,80,67,53,Type-3
34,28,17,23,Type-3
36,20,67,26,Type-3
54,5,40,30,Type-3
16,23,98,73,Type-3
27,27,94,65,Type-3
0,56,84,93,Type-3
52,56,91,48,Type-3
72,80,70,92,Type-3
54,21,53,81,Type-3
60,23,45,16,Type-3
12,17,48,25,Type-3
46,27,77,82,Type-3
63,56,0,23,Type-3
31,73,3,22,Type-3
27,0,91,72,Type-3
52,100,63,77,Type-3
30,25,32,18,Type-3
7,89,31,2,Type-3
71,32,52,12,Type-3
97,54,99,78,Type-3
86,72,88,4,Type-3
73,17,21,7,Type-3
100,68,4,81,Type-3
24,85,13,90,Type-3
32,9,24,88,Type-3
67,13,4,95,Type-3
6,75,57,75,Type-3
96,95,68,5,Type-3
65,38,3,0,Type-3
45,35,41,12,Type-3
95,50,11,3,Type-3
4,49,37,10,Type-3
16,14,31,35,Type-3
75,58,100,43,Type-3
51,32,36,76,Type-3
11,79,79,55,Type-3
61,67,69,88,Type-3
34,53,37,53,Type-3
61,50,21,97,Type-3
20,2,20,67,Type-3
84,89,94,37,Type-3
65,100,84,32,Type-3
52,33,69,79,Type-3
20,41,44,8,Type-3
14,8,69,37,Type-3
74,13,86,27,Type-3
73,96,15,41,Type-3
81,4,60,5,Type-3
22,91,22,21,Type-3
30,32,47,32,Type-3
53,80,53,54,Type-3
54,84,11,24,Type-3
25,6,10,42,Type-3
52,39,2,82,Type-3
65,34,97,91,Type-3
38,70,0,67,Type-3
6,7,66,32,Type-3
87,59,23,39,Type-3
38,41,37,36,Type-3
31,94,33,0,Type-3
25,4,10,90,Type-3
86,59,7,7,Type-3
77,4,72,57,Type-3
28,87,91,91,Type-3
24,85,75,87,Type-3
55,43,1,6,Type-3
30,76,49,88,Type-3
65,85,8,32,Type-3
1,89,22,29,Type-3
